61.057,0.7656,3.1759,130.67,246.49,0.94801,0.97627,150.73,0.14479,0.82751,2.243,0.8969,4.6132
54.523,1.2859,3.1225,131.68,246.69,-0.19198,0.94497,149.62,0.76146,0.91085,1.9064,0.71502,4.6172
65.28,0.68977,3.033,130.02,246.37,-0.0049166,1.0623,151.44,0.61103,1.0611,1.3885,0.9799,4.5871
44.015,1.1994,3.3003,133.29,247.01,0.10791,0.86923,147.85,0.13434,0.83516,2.3343,0.42304,4.7447
46.753,-0.0085273,3.1606,132.87,246.92,-0.012161,1.0133,148.31,0.31445,1.264,0.98397,0.3846,4.8691
62.477,1.0979,3.114,130.46,246.45,0.072841,1.0431,150.96,0.35685,1.1451,1.2225,0.83956,4.586
61.498,0.22523,3.1631,130.6,246.48,-0.014507,1.0238,150.8,-0.16784,0.81544,2.2492,0.98487,4.6835
57.636,0.45927,3.0214,131.2,246.6,0.15019,1.0239,150.15,0.96962,1.1044,1.277,0.74501,4.6767
62.168,0.77603,3.1978,130.5,246.46,-0.0050071,1.0367,150.91,-0.26673,0.99301,1.7537,0.90553,4.6345
53.925,0.75176,3.1478,131.77,246.71,1.037,0.93407,149.52,0.65321,0.88429,2.0663,0.66686,4.6712
56.921,0.90229,3.2289,131.31,246.62,0.025594,0.97896,150.03,-0.14433,0.89509,2.0738,0.78778,4.6621
53.906,0.2261,3.1566,131.77,246.71,-0.0053096,0.99974,149.52,0.18226,0.97648,1.7908,0.70018,4.7579
54.685,0.81302,3.1004,131.65,246.69,0.95303,0.93551,149.65,0.93432,0.88718,2.0042,0.69218,4.6484
49.483,0.71374,3.1995,132.45,246.84,0.019366,0.97387,148.77,0.25668,1.1145,1.4289,0.49277,4.7573
49.553,0.82482,3.2569,132.44,246.84,0.86151,0.96911,148.78,0.048318,1.2013,1.2602,0.40834,4.7513
60.348,1.1284,3.153,130.78,246.52,-0.0060749,1.0487,150.6,0.17081,1.2402,0.98729,0.73917,4.6176
54.898,0.64632,3.197,131.62,246.68,0.094077,0.92584,149.69,0.15037,0.62977,2.8213,0.84934,4.68
54.684,1.2866,3.2319,131.65,246.69,0.05281,1.0052,149.64,-0.0076527,1.231,1.1,0.56675,4.6623
46.067,0.28298,3.2185,132.98,246.94,0.044456,0.97988,148.19,0.11867,1.163,1.3279,0.3892,4.8445
52.4,1.1747,3.1887,132.01,246.76,0.027244,0.97686,149.26,0.3586,1.1446,1.3122,0.54582,4.6784
